id,question_code,question,closed_answer,enps_month
508,ABC8,The work that I do at this organization is meaningful to me,1,2
509,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,3
510,ABC10,I enjoy the colleagues I work with,1,6
511,ABC1,I have the resources I need to do my job well,0,10
512,ABC2,I am able to successfully balance my work and personal life,0,0
513,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,4
514,ABC4,I would recommend my direct manager to others,0,5
515,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
516,ABC6,I have confidence in the leadership team,1,10
517,ABC7,I have good career opportunities at this organization,1,9
518,ABC8,The work that I do at this organization is meaningful to me,0,10
519,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,10
520,ABC10,I enjoy the colleagues I work with,0,3
521,ABC1,I have the resources I need to do my job well,0,4
522,ABC2,I am able to successfully balance my work and personal life,1,7
523,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,1
524,ABC4,I would recommend my direct manager to others,0,10
525,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,8
526,ABC6,I have confidence in the leadership team,0,8
527,ABC7,I have good career opportunities at this organization,0,2
528,ABC8,The work that I do at this organization is meaningful to me,1,3
529,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,0
530,ABC10,I enjoy the colleagues I work with,1,8
531,ABC1,I have the resources I need to do my job well,0,6
532,ABC2,I am able to successfully balance my work and personal life,0,2
533,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,6
534,ABC4,I would recommend my direct manager to others,1,4
535,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,0
536,ABC6,I have confidence in the leadership team,0,10
537,ABC7,I have good career opportunities at this organization,0,4
538,ABC8,The work that I do at this organization is meaningful to me,1,3
539,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,9
540,ABC10,I enjoy the colleagues I work with,0,8
541,ABC1,I have the resources I need to do my job well,1,4
542,ABC2,I am able to successfully balance my work and personal life,1,10
543,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,8
544,ABC4,I would recommend my direct manager to others,0,6
545,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
546,ABC6,I have confidence in the leadership team,1,0
547,ABC7,I have good career opportunities at this organization,1,3
548,ABC8,The work that I do at this organization is meaningful to me,1,2
549,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,8
550,ABC10,I enjoy the colleagues I work with,1,8
551,ABC1,I have the resources I need to do my job well,1,4
552,ABC2,I am able to successfully balance my work and personal life,1,10
553,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,3
554,ABC4,I would recommend my direct manager to others,1,6
555,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
556,ABC6,I have confidence in the leadership team,1,7
557,ABC7,I have good career opportunities at this organization,0,5
558,ABC8,The work that I do at this organization is meaningful to me,0,9
559,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,5
560,ABC10,I enjoy the colleagues I work with,0,2
561,ABC1,I have the resources I need to do my job well,0,1
562,ABC2,I am able to successfully balance my work and personal life,0,3
563,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,7
564,ABC4,I would recommend my direct manager to others,1,4
565,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
566,ABC6,I have confidence in the leadership team,0,4
567,ABC7,I have good career opportunities at this organization,0,2
568,ABC8,The work that I do at this organization is meaningful to me,0,6
569,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,10
570,ABC10,I enjoy the colleagues I work with,0,4
571,ABC1,I have the resources I need to do my job well,0,6
572,ABC2,I am able to successfully balance my work and personal life,1,9
573,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
574,ABC4,I would recommend my direct manager to others,1,2
575,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
576,ABC6,I have confidence in the leadership team,1,6
577,ABC7,I have good career opportunities at this organization,0,9
578,ABC8,The work that I do at this organization is meaningful to me,1,0
579,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,10
580,ABC10,I enjoy the colleagues I work with,0,8
581,ABC1,I have the resources I need to do my job well,1,2
582,ABC2,I am able to successfully balance my work and personal life,0,9
583,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
584,ABC4,I would recommend my direct manager to others,0,6
585,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,0
586,ABC6,I have confidence in the leadership team,0,2
587,ABC7,I have good career opportunities at this organization,1,3
588,ABC8,The work that I do at this organization is meaningful to me,1,3
589,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,5
590,ABC10,I enjoy the colleagues I work with,1,9
591,ABC1,I have the resources I need to do my job well,0,5
592,ABC2,I am able to successfully balance my work and personal life,1,8
593,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,3
594,ABC4,I would recommend my direct manager to others,1,5
595,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,8
596,ABC6,I have confidence in the leadership team,0,7
597,ABC7,I have good career opportunities at this organization,1,7
598,ABC8,The work that I do at this organization is meaningful to me,0,0
599,ABC9,My direct manager provides me with feedback that helps me improve my performance,0,2
600,ABC10,I enjoy the colleagues I work with,1,2
601,ABC1,I have the resources I need to do my job well,0,3
602,ABC2,I am able to successfully balance my work and personal life,0,10
603,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,4
604,ABC4,I would recommend my direct manager to others,0,9
605,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,5
606,ABC6,I have confidence in the leadership team,0,8
607,ABC7,I have good career opportunities at this organization,0,9
608,ABC8,The work that I do at this organization is meaningful to me,1,5
609,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,6
610,ABC10,I enjoy the colleagues I work with,1,5
611,ABC1,I have the resources I need to do my job well,1,8
612,ABC2,I am able to successfully balance my work and personal life,0,7
613,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,1
614,ABC4,I would recommend my direct manager to others,1,7
615,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,9
616,ABC6,I have confidence in the leadership team,0,4
617,ABC7,I have good career opportunities at this organization,1,0
618,ABC8,The work that I do at this organization is meaningful to me,1,0
619,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,10
620,ABC10,I enjoy the colleagues I work with,0,4
621,ABC1,I have the resources I need to do my job well,0,2
622,ABC2,I am able to successfully balance my work and personal life,1,4
623,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
624,ABC4,I would recommend my direct manager to others,1,2
625,ABC5,I feel satisfied with the recognition or praise I receive for my work,1,10
626,ABC6,I have confidence in the leadership team,1,9
627,ABC7,I have good career opportunities at this organization,1,9
628,ABC8,The work that I do at this organization is meaningful to me,1,3
629,ABC9,My direct manager provides me with feedback that helps me improve my performance,1,1
630,ABC10,I enjoy the colleagues I work with,0,4
631,ABC1,I have the resources I need to do my job well,0,2
632,ABC2,I am able to successfully balance my work and personal life,0,1
633,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,0
634,ABC4,I would recommend my direct manager to others,1,4
635,ABC5,I feel satisfied with the recognition or praise I receive for my work,0,10
